"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"2000","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","177261843.000"
"2000","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.480"
"1999","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.036"
"1999","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","80.700"
"1999","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","23.700"
"1999","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"1999","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","181654621.000"
"1999","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.480"
"1998","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.274"
"1998","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","83.200"
"1998","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.700"
"1998","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"1998","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","184434120.000"
"1998","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.480"
"1997","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.200"
"1997","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","84.100"
"1997","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","32.700"
"1997","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"1997","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","180639655.000"
"1997","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.480"
"1996","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.168"
"1996","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","81.700"
"1996","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.200"
"1996","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"1996","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","177531265.000"
"1996","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.480"
"1995","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.086"
"1995","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","84.100"
"1995","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.500"
"1995","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"1995","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","179311537.000"
"1995","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.480"
"1994","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.022"
"1994","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","83.400"
"1994","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.600"
"1994","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"1994","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","173787772.000"
"1994","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.480"
"1993","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.961"
"1993","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","81.600"
"1993","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","36.700"
"1993","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"1993","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","174012701.000"
"1993","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.430"
"1992","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.156"
"1992","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","83.800"
"1992","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.500"
"1992","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.680"
"1992","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","159104810.000"
"1992","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.430"
"1991","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.977"
"1991","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","86.200"
"1991","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.900"
"1991","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.630"
"1991","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","146789836.000"
"1991","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.380"
"1990","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.739"
"1990","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","90.700"
"1990","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.100"
"1990","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.540"
"1990","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","149613038.000"
"1990","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.380"
"1989","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.623"
"1989","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","92.300"
"1989","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","83.800"
"1989","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.540"
"1989","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","155765128.000"
"1989","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.380"
"1988","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.525"
"1988","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","94.100"
"1988","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.400"
"1988","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.540"
"1988","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","153560009.000"
"1988","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.380"
"1987","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.417"
"1987","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","108.800"
"1987","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","38.000"
"1987","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.540"
"1987","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","113132806.000"
"1987","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.380"
"1986","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.201"
"1986","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","104.800"
"1986","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","32.500"
"1986","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1986","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","101057348.000"
"1986","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1985","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.163"
"1985","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","113.000"
"1985","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.500"
"1985","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1985","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","85266384.000"
"1985","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1984","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.015"
"1984","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","110.800"
"1984","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.500"
"1984","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.340"
"1984","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","83117876.000"
"1984","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1983","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.992"
"1983","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","113.200"
"1983","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.300"
"1983","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.340"
"1983","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","84999048.000"
"1983","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1982","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.873"
"1982","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","119.400"
"1982","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.800"
"1982","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1982","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","87997454.000"
"1982","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1981","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.717"
"1981","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","120.800"
"1981","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","36.300"
"1981","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1981","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","88626729.000"
"1981","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1980","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.658"
"1980","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","117.700"
"1980","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","39.500"
"1980","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1980","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","86084277.000"
"1980","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1979","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.630"
"1979","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","118.300"
"1979","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","41.300"
"1979","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1979","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","85350189.000"
"1979","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1978","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.609"
"1978","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","118.900"
"1978","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","42.700"
"1978","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1978","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","85171636.000"
"1978","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1977","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.579"
"1977","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","117.200"
"1977","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","44.900"
"1977","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1977","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","83667105.000"
"1977","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1976","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.531"
"1976","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","116.700"
"1976","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","49.000"
"1976","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1976","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","82524137.000"
"1976","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1975","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.521"
"1975","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","111.500"
"1975","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","49.900"
"1975","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1975","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","78648180.000"
"1975","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1974","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.494"
"1974","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","110.600"
"1974","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","52.600"
"1974","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1974","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","77610293.000"
"1974","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1973","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.470"
"1973","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","106.800"
"1973","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","55.300"
"1973","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1973","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","74855664.000"
"1973","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1972","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.456"
"1972","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","96.800"
"1972","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","57.000"
"1972","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1972","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","61451715.000"
"1972","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"1971","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.452"
"1971","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","116.400"
"1971","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","57.500"
"1971","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.260"
"1971","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","57865633.000"
"1971","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"1970","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.401"
"1970","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","104.300"
"1970","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","52.400"
"1970","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.210"
"1970","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","50168632.000"
"1970","Minnesota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"2014","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.151"
"2014","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","61.200"
"2014","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","32.800"
"2014","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.690"
"2014","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","124474160.000"
"2014","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.680"
"2013","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.875"
"2013","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","63.900"
"2013","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.700"
"2013","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.690"
"2013","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","129738515.000"
"2013","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.680"
"2012","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.902"
"2012","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","66.500"
"2012","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.500"
"2012","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.690"
"2012","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","134743995.000"
"2012","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.680"
"2011","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.948"
"2011","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","67.900"
"2011","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.200"
"2011","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.690"
"2011","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","137064421.000"
"2011","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.680"
"2010","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.811"
"2010","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","70.300"
"2010","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.100"
"2010","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.690"
"2010","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","141054278.000"
"2010","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.680"
"2009","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.536"
"2009","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","89.500"
"2009","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","37.300"
"2009","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.690"
"2009","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","67920064.000"
"2009","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.680"
"2008","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.451"
"2008","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","93.600"
"2008","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","16.500"
"2008","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"2008","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","49152733.000"
"2008","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.180"
"2007","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.437"
"2007","Mississippi","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","88.800"
